"","verbatimScientificName","countryCode","locality","stateProvince","decimalLatitude","decimalLongitude","year","institutionCode","Range","IntroLat","IntroLong","...12"
"371","Cinnamomum camphora (L.) J.Presl","KR","Quelpaert in sylvis Tjuoungmouni","Jeju",33.245494,126.408903,1911,"TI","native",28.9786,-96.64609,NA
"372","Cinnamomum camphora (L.) J.Presl","KR","Quelpaert in silvis secus torrentis Hioton","Jeju",33.26333,126.61556,1910,"E","native",28.9786,-96.64609,NA
"373","Cinnamomum camphora (L.) J.Presl","KR","Quelpaert S in sylvis Tjoungmouni","Jeju",33.245494,126.408903,1911,"E","native",28.9786,-96.64609,NA
"374","Cinnamomum camphora (L.) J.Presl","KR","Quelpaert S in sylvis Tjoungmouni","Jeju",33.245494,126.408903,1911,"TI","native",28.9786,-96.64609,NA
"375","Cinnamomum camphora (L.) J.Presl","KR","Quelpaert S in sylvis Tjoungmouni","Jeju",33.245494,126.408903,1911,"K","native",28.9786,-96.64609,NA
"376","Cinnamomum camphora (L.) J.Presl","KR","Quelpaert in sylvis Taitjyeng","Jeju",33.227973,126.254286,1909,"E","native",28.9786,-96.64609,NA
"377","Cinnamomum camphora (L.) J.Presl","KR","Quelpaert in silvis Tolsoni","Jeju",33.25111,126.47556,1909,"TI","native",28.9786,-96.64609,NA
"378","Cinnamomum camphora (L.) J.Presl","KR","Quelpaert in silvis Tolsoni","Jeju",33.25111,126.47556,1909,"E","native",28.9786,-96.64609,NA
"379","Cinnamomum camphora (L.) J.Presl","KR","Quelpaert in sylvis Tolsoni","Jeju",33.254111,126.560111,1909,"E","native",28.9786,-96.64609,NA
"380","Cinnamomum camphora (L.) J.Presl","KR","Quelpaert in sylvis Tolsoni","Jeju",33.254111,126.560111,1909,"E","native",28.9786,-96.64609,NA
"381","Cinnamomum camphora (L.) J.Presl","KR","Quelpaert in Tolsoni","Jeju",33.361356,126.532858,1908,"E","native",28.9786,-96.64609,NA
"382","Cinnamomum camphora (L.) J.Presl","KR","Quelpaert in silvis Tolsoni","Jeju",33.25111,126.47556,1908,"A","native",28.9786,-96.64609,NA
"383","Cinnamomum camphora (L.) J.Presl","KR","Quelpaert in silvis Tolsoni","Jeju",33.25111,126.47556,1908,"E","native",28.9786,-96.64609,NA
"384","Cinnamomum camphora (L.) J.Presl","KR","Quelpaert in silvis Tolsoni","Jeju",33.25111,126.47556,1908,"TI","native",28.9786,-96.64609,NA
"385","Cinnamomum camphora (L.) J.Presl","KR","Quelpaert in silvis Taityeng","Jeju",33.227973,126.254286,1909,"KYO","native",28.9786,-96.64609,NA
"386","Cinnamomum camphora (L.) J.Presl","KR","Quelpaert in silvis Taityeng","Jeju",33.227973,126.254286,1909,"E","native",28.9786,-96.64609,NA
"387","Cinnamomum camphora (L.) J.Presl","KR","Quelpaert in Hallaisan","Jeju",33.345815,126.536759,1907,"KYO","native",28.9786,-96.64609,NA
"388","Cinnamomum camphora (L.) J.Presl","KR","Quelpaert in silvis Taityeng","Jeju",33.227973,126.254286,1909,"TI","native",28.9786,-96.64609,NA
"389","Cinnamomum camphora (L.) J.Presl","KR",NA,"Jeju-do(ì œì£¼)",33.404,126.54,1907,"MNHN","native",28.9786,-96.64609,NA
"390","Cinnamomum camphora","US",NA,"Florida",28.493863,-81.636873,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"391","Cinnamomum camphora","US",NA,"Florida",29.524498,-82.466566,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"392","Cinnamomum camphora","US",NA,"Mississippi",30.418319,-88.796294,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"393","Cinnamomum camphora","US",NA,"Florida",28.489019,-82.576456,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"394","Cinnamomum camphora","US","Lake Murray Dam; 1.5 mi W of","South Carolina",34.042472,-81.185644,2019,"USCH","Invasive",28.9786,-96.64609,NA
"395","Cinnamomum camphora","US",NA,"Florida",28.552495,-81.363861,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"396","Cinnamomum camphora","US",NA,"Florida",30.294116,-81.641989,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"397","Cinnamomum camphora","US",NA,"Florida",28.313462,-81.388958,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"398","Cinnamomum camphora","US",NA,"Florida",30.313835,-81.701858,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"399","Cinnamomum camphora","US",NA,"Louisiana",30.32693,-92.408825,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"400","Cinnamomum camphora","US",NA,"Florida",28.058128,-82.423107,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"401","Cinnamomum camphora","US",NA,"Florida",29.664873,-82.397608,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"402","Cinnamomum camphora","US",NA,"Alabama",30.532075,-87.847475,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"403","Cinnamomum camphora","US","Pittsburgh","Phipps Conservatory",40.439124,-79.947622,1989,"3033991","Invasive",28.9786,-96.64609,NA
"404","Cinnamomum camphora","US","Winter Haven","Florida",28.022244,-81.732857,1941,"CM","Invasive",28.9786,-96.64609,NA
"405","Cinnamomum camphora","US",NA,"Florida",29.526887,-82.284159,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"406","Cinnamomum camphora","US",NA,"Florida",27.609059,-81.425081,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"407","Cinnamomum camphora","US",NA,"Mississippi",30.412808,-88.741753,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"408","Cinnamomum camphora","US",NA,"Florida",28.039162,-81.718159,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"409","Cinnamomum camphora","US",NA,"Louisiana",30.232795,-91.98475,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"410","Cinnamomum camphora","US",NA,"Florida",27.857395,-82.832878,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"411","Cinnamomum camphora","US",NA,"Florida",30.230399,-85.679259,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"412","Cinnamomum camphora","US",NA,"Florida",30.474975,-84.266708,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"413","Cinnamomum camphora","US",NA,"Florida",30.3432,-81.57118,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"414","Cinnamomum camphora","US",NA,"Florida",28.582073,-81.387435,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"415","Cinnamomum camphora","US",NA,"Florida",27.789937,-81.589551,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"416","Cinnamomum camphora","US",NA,"Louisiana",29.965754,-90.212759,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"417","Cinnamomum camphora","US",NA,"Louisiana",30.36621,-90.06053,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"418","Cinnamomum camphora","US",NA,"Florida",28.583599,-81.231557,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"419","Cinnamomum camphora","US",NA,"Florida",29.795969,-82.014838,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"420","Cinnamomum camphora","US",NA,"Louisiana",30.156305,-92.038622,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"421","Cinnamomum camphora","US",NA,"Mississippi",30.442892,-88.426978,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"422","Cinnamomum camphora","US",NA,"Florida",30.425221,-81.679542,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"423","Cinnamomum camphora","US",NA,"Alabama",30.6625,-87.841599,2006,"BISON","Invasive",28.9786,-96.64609,NA
"424","Cinnamomum camphora","US",NA,"Alabama",30.363701,-87.7967,2008,"BISON","Invasive",28.9786,-96.64609,NA
"425","Cinnamomum camphora","US",NA,"Alabama",30.393801,-87.480499,2008,"BISON","Invasive",28.9786,-96.64609,NA
"426","Cinnamomum camphora","US",NA,"Texas",29.9891,-94.7547,2011,"BISON","Invasive",28.9786,-96.64609,NA
"427","Cinnamomum camphora","US",NA,"Florida",30.3151,-81.7836,2008,"BISON","Invasive",28.9786,-96.64609,NA
"428","Cinnamomum camphora","US",NA,"Alabama",31.159201,-88.020897,2008,"BISON","Invasive",28.9786,-96.64609,NA
"429","Cinnamomum camphora","US",NA,"Alabama",30.656099,-87.808403,2006,"BISON","Invasive",28.9786,-96.64609,NA
"430","Cinnamomum camphora","US",NA,"Alabama",30.655199,-87.845497,2008,"BISON","Invasive",28.9786,-96.64609,NA
"431","Cinnamomum camphora","US",NA,"Mississippi",30.3018,-89.339203,2010,"BISON","Invasive",28.9786,-96.64609,NA
"432","Cinnamomum camphora","US",NA,"Mississippi",30.4622,-88.909103,2008,"BISON","Invasive",28.9786,-96.64609,NA
"433","Cinnamomum camphora","US",NA,"Alabama",30.408701,-87.4636,2008,"BISON","Invasive",28.9786,-96.64609,NA
"434","Cinnamomum camphora","US",NA,"Alabama",30.6556,-87.866997,2008,"BISON","Invasive",28.9786,-96.64609,NA
"435","Cinnamomum camphora","US",NA,"Alabama",30.629499,-87.621101,2008,"BISON","Invasive",28.9786,-96.64609,NA
"436","Cinnamomum camphora","US",NA,"Alabama",30.3496,-87.485703,2008,"BISON","Invasive",28.9786,-96.64609,NA
"437","Cinnamomum camphora","US",NA,"Louisiana",30.2917,-89.7771,2009,"BISON","Invasive",28.9786,-96.64609,NA
"438","Cinnamomum camphora","US",NA,"Florida",30.260799,-82.173401,2008,"BISON","Invasive",28.9786,-96.64609,NA
"439","Cinnamomum camphora","US",NA,"Alabama",30.659,-87.888298,2008,"BISON","Invasive",28.9786,-96.64609,NA
"440","Cinnamomum camphora","US",NA,"Alabama",30.7637,-88.092903,2006,"BISON","Invasive",28.9786,-96.64609,NA
"441","Cinnamomum camphora","US",NA,"Mississippi",30.2952,-89.598999,2010,"BISON","Invasive",28.9786,-96.64609,NA
"442","Cinnamomum camphora","US",NA,"Florida",30.478399,-84.333298,2008,"BISON","Invasive",28.9786,-96.64609,NA
"443","Cinnamomum camphora","US",NA,"Mississippi",30.446199,-88.7201,2006,"BISON","Invasive",28.9786,-96.64609,NA
"444","Cinnamomum camphora","US",NA,"Alabama",30.414499,-87.487801,2008,"BISON","Invasive",28.9786,-96.64609,NA
"445","Cinnamomum camphora","US",NA,"Louisiana",29.8039,-90.119797,2009,"BISON","Invasive",28.9786,-96.64609,NA
"446","Cinnamomum camphora","US",NA,"Mississippi",30.318399,-89.3265,2010,"BISON","Invasive",28.9786,-96.64609,NA
"447","Cinnamomum camphora","US",NA,"Alabama",30.567801,-87.607803,2009,"BISON","Invasive",28.9786,-96.64609,NA
"448","Cinnamomum camphora","US",NA,"Alabama",30.7304,-88.066101,2008,"BISON","Invasive",28.9786,-96.64609,NA
"449","Cinnamomum camphora","US",NA,"Alabama",30.6464,-87.8125,2008,"BISON","Invasive",28.9786,-96.64609,NA
"450","Cinnamomum camphora","US",NA,"Florida",30.305,-82.999298,2008,"BISON","Invasive",28.9786,-96.64609,NA
"451","Cinnamomum camphora","US",NA,"Texas",30.083258,-94.154835,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"452","Cinnamomum camphora","US",NA,"Florida",30.746947,-81.738517,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"453","Cinnamomum camphora","US",NA,"Florida",30.524197,-84.267792,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"454","Cinnamomum camphora","US",NA,"Florida",27.884754,-81.578098,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"455","Cinnamomum camphora","US",NA,"Florida",29.751998,-81.99429,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"456","Cinnamomum camphora","US",NA,"Mississippi",30.335347,-88.626597,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"457","Cinnamomum camphora","US","S side of Dickinson Bay","ca. 500-700 ft. N of seawall road from a point 100-300 ft. E of its jct. with main N-S road through Galveston Bay Prairie Chicken Preserve",29.46389,-94.95139,1997,"3033991","Invasive",28.9786,-96.64609,NA
"458","Cinnamomum camphora","US","Along current shoreline of East Bay","E of S end of extension of FM 582 SW of town of Smith Point. Smith Point Quadrangle.",29.525,-94.76417,2000,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"459","Cinnamomum camphora","US","Near the Sabine River off Texas 12 in Deweyville.","Texas",30.30337,-93.74425,2011,"PRC","Invasive",28.9786,-96.64609,NA
"460","Cinnamomum camphora","US","S side of Dickinson Bay","ca. 500-700 ft. N of seawall road from a point 100-300 ft. E of its jct. with N-S road through Galveston Bay Prairie Chicken Preserve",29.46389,-94.95139,1997,"3033991","Invasive",28.9786,-96.64609,NA
"461","Cinnamomum camphora","US",NA,"Florida",30.567701,-84.207827,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"462","Cinnamomum camphora","US",NA,"Texas",30.09161,-95.40705,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"463","Cinnamomum camphora","US",NA,"Alabama",30.689073,-88.078564,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"464","Cinnamomum camphora","US",NA,"Florida",29.680482,-82.350702,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"465","Cinnamomum camphora","US",NA,"Texas",30.091639,-95.407067,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"466","Cinnamomum camphora (L.) J. Presl","US",NA,NA,28.068409,-82.751089,2020,NA,"Invasive",28.9786,-96.64609,NA
"467","Cinnamomum camphora (L.) J. Presl","US",NA,NA,28.668655,-81.405645,2020,NA,"Invasive",28.9786,-96.64609,NA
"468","Cinnamomum camphora (L.) J.Presl","US",NA,NA,32.798581,-79.957859,2020,NA,"Invasive",28.9786,-96.64609,NA
"469","Cinnamomum camphora (L.) J. Presl","US",NA,NA,28.81616,-81.616611,2020,NA,"Invasive",28.9786,-96.64609,NA
"470","Cinnamomum camphora (L.) J. Presl","US",NA,NA,28.635802,-81.123568,2019,NA,"Invasive",28.9786,-96.64609,NA
"471","Cinnamomum camphora (L.) J.Presl","US",NA,NA,28.941269,-81.273085,2019,NA,"Invasive",28.9786,-96.64609,NA
"472","Cinnamomum camphora (L.) J. Presl","US",NA,NA,28.743611,-81.270278,2019,NA,"Invasive",28.9786,-96.64609,NA
"473","Cinnamomum camphora (L.) J. Presl","US",NA,NA,30.711183,-89.11478,2019,NA,"Invasive",28.9786,-96.64609,NA
"474","Cinnamomum camphora (L.) J. Presl","US",NA,NA,29.934049,-90.076963,2019,NA,"Invasive",28.9786,-96.64609,NA
"475","Cinnamomum camphora (L.) J. Presl","US",NA,NA,30.957248,-83.376892,2020,NA,"Invasive",28.9786,-96.64609,NA
"476","Cinnamomum camphora (L.) J. Presl","US",NA,NA,30.413385,-81.693715,2020,NA,"Invasive",28.9786,-96.64609,NA
"477","Cinnamomum camphora (L.) J. Presl","US",NA,NA,29.424682,-82.225332,2020,NA,"Invasive",28.9786,-96.64609,NA
"478","Cinnamomum camphora (L.) J. Presl","US",NA,NA,28.318611,-82.682222,2019,NA,"Invasive",28.9786,-96.64609,NA
"479","Cinnamomum camphora (L.) J. Presl","US",NA,NA,28.613942,-82.370845,2019,NA,"Invasive",28.9786,-96.64609,NA
"480","Cinnamomum camphora (L.) J. Presl","US",NA,NA,32.800442,-79.954756,2019,NA,"Invasive",28.9786,-96.64609,NA
"481","Cinnamomum camphora (L.) J. Presl","US",NA,NA,28.34569,-82.605362,2020,NA,"Invasive",28.9786,-96.64609,NA
"482","Cinnamomum camphora (L.) J. Presl","US",NA,NA,30.459265,-83.905205,2019,NA,"Invasive",28.9786,-96.64609,NA
"483","Cinnamomum camphora","US",NA,"Florida",30.439029,-84.198111,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"484","Cinnamomum camphora","US",NA,"Florida",30.422661,-84.277488,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"485","Cinnamomum camphora","US",NA,"Florida",29.92465,-81.677719,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"486","Cinnamomum camphora","US",NA,"Florida",29.844559,-81.308085,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"487","Cinnamomum camphora","US",NA,"California",35.282063,-120.657463,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"488","Cinnamomum camphora","US",NA,"Florida",27.486859,-82.643869,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"489","Cinnamomum camphora","US",NA,"California",34.045192,-118.520695,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"490","Cinnamomum camphora","US",NA,"California",35.293683,-120.6622,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"491","Cinnamomum camphora","US","San Francisco Co.: City of San Francisco.","California",37.7514,-122.4413,2006,"DAV","Invasive",28.9786,-96.64609,NA
"492","Cinnamomum camphora","US",NA,"Florida",30.271287,-81.435975,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"493","Cinnamomum camphora","US",NA,"Florida",29.029694,-81.312647,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"494","Cinnamomum camphora","US",NA,"Florida",30.271323,-81.435932,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"495","Cinnamomum camphora","US",NA,"Georgia",30.891475,-84.559288,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"496","Cinnamomum camphora","US",NA,"Florida",28.00827,-81.822696,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"497","Cinnamomum camphora","US",NA,"Florida",27.687315,-81.549108,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"498","Cinnamomum camphora","US",NA,"Florida",29.689816,-82.406044,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"499","Cinnamomum camphora","US",NA,"Texas",29.769236,-95.553702,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"500","Cinnamomum camphora","US",NA,"Florida",29.801483,-85.298912,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"501","Cinnamomum camphora","US",NA,"California",34.006639,-118.364831,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"502","Cinnamomum camphora","US",NA,"Florida",30.419837,-83.956324,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"503","Cinnamomum camphora","US",NA,"Florida",29.650131,-82.361297,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"504","Cinnamomum camphora","US",NA,"Florida",29.640722,-82.361633,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"505","Cinnamomum camphora","US",NA,"Florida",29.668955,-82.41385,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"506","Cinnamomum camphora","US",NA,"Florida",29.648971,-82.467448,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"507","Cinnamomum camphora","US",NA,"Florida",29.670917,-82.319142,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"508","Cinnamomum camphora","US",NA,"Florida",29.649107,-82.467504,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"509","Cinnamomum camphora","US",NA,"Florida",29.669062,-82.413912,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"510","Cinnamomum camphora","US",NA,"Florida",27.317913,-82.50478,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"511","Cinnamomum camphora","US",NA,"Florida",29.673782,-82.312347,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"512","Cinnamomum camphora","US",NA,"California",34.187754,-118.886993,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"513","Cinnamomum camphora","US",NA,"Florida",29.648374,-82.462997,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"514","Cinnamomum camphora","US",NA,"Florida",29.678077,-82.302493,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"515","Cinnamomum camphora","US",NA,"Texas",29.439676,-95.224905,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"516","Cinnamomum camphora","US",NA,"Florida",28.907667,-81.309002,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"517","Cinnamomum camphora","US",NA,"Florida",29.667227,-82.333645,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"518","Cinnamomum camphora","US",NA,"Alabama",30.427708,-88.222203,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"519","Cinnamomum camphora","US",NA,"Florida",30.507441,-84.236529,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"520","Cinnamomum camphora","US",NA,"Alabama",30.461601,-87.916687,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"521","Cinnamomum camphora","US",NA,"Florida",30.523197,-84.573218,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"522","Cinnamomum camphora","US",NA,"Florida",30.480894,-81.651608,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"523","Cinnamomum camphora","US",NA,"Louisiana",30.864567,-93.279922,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"524","Cinnamomum camphora","US",NA,"Florida",29.645558,-82.346416,2014,"iNaturalist","Invasive",28.9786,-96.64609,NA
"525","Cinnamomum camphora","US",NA,"Florida",29.918488,-81.348864,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"526","Cinnamomum camphora","US",NA,"Florida",29.732206,-84.996542,2004,"iNaturalist","Invasive",28.9786,-96.64609,NA
"527","Cinnamomum camphora","US",NA,"Florida",30.126031,-81.558838,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"528","Cinnamomum camphora","US",NA,"Florida",29.620167,-82.32867,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"529","Cinnamomum camphora","US",NA,"Florida",28.00531,-82.719204,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"530","Cinnamomum camphora","US",NA,"Florida",30.081278,-81.500472,2016,"iNaturalist","Invasive",28.9786,-96.64609,NA
"531","Cinnamomum camphora","US",NA,"Mississippi",30.421358,-88.821061,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"532","Cinnamomum camphora","US",NA,"Mississippi",30.395335,-88.788122,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"533","Cinnamomum camphora","US",NA,"Georgia",31.146347,-81.374747,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"534","Cinnamomum camphora","US",NA,"Florida",27.792972,-82.293859,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"535","Cinnamomum camphora","US",NA,"Florida",30.01563,-85.157815,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"536","Cinnamomum camphora","US","Los Angeles Basin; Los Angeles","Echo Park. Curran Street.",34.093,-118.247,1975,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"537","Cinnamomum camphora","US",NA,"Florida",30.033282,-82.946663,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"538","Cinnamomum camphora","US",NA,"Florida",30.064453,-81.711804,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"539","Cinnamomum camphora","US",NA,"Louisiana",30.18657,-93.247476,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"540","Cinnamomum camphora","US",NA,"Florida",29.497294,-81.484275,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"541","Cinnamomum camphora","US",NA,"Florida",30.476583,-84.291262,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"542","Cinnamomum camphora","US",NA,"Louisiana",29.983668,-90.120079,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"543","Cinnamomum camphora","US",NA,"Florida",28.643187,-81.424172,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"544","Cinnamomum camphora","US",NA,"California",34.09275,-118.351894,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"545","Cinnamomum camphora","US",NA,"Florida",28.629245,-82.353833,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"546","Cinnamomum camphora","US",NA,"Alabama",30.576467,-87.829253,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"547","Cinnamomum camphora","US",NA,"Florida",28.09769,-81.728397,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"548","Cinnamomum camphora","US",NA,"Florida",28.170877,-81.709535,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"549","Cinnamomum camphora","US",NA,"Texas",29.762737,-95.37917,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"550","Cinnamomum camphora","US",NA,"Florida",29.684,-82.544441,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"551","Cinnamomum camphora","US",NA,"Florida",29.79347,-82.038517,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"552","Cinnamomum camphora","US",NA,"Mississippi",30.392942,-88.788147,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"553","Cinnamomum camphora","US",NA,"South Carolina",32.801046,-79.954775,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"554","Cinnamomum camphora","US",NA,"Alabama",30.495891,-88.153255,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"555","Cinnamomum camphora","US",NA,"Florida",28.229233,-82.121022,2020,"iNaturalist","Invasive",28.9786,-96.64609,NA
"556","Cinnamomum camphora","US",NA,"Alabama",30.577601,-87.829045,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"557","Cinnamomum camphora","US",NA,"Louisiana",29.992069,-92.286148,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"558","Cinnamomum camphora","US",NA,"Alabama",30.682477,-88.018926,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"559","Cinnamomum camphora","US",NA,"Louisiana",29.992334,-92.28672,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"560","Cinnamomum camphora","US",NA,"Florida",28.942749,-82.47062,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"561","Cinnamomum camphora","US",NA,"Florida",30.19446,-81.626179,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"562","Cinnamomum camphora","US",NA,"Florida",28.8424,-81.688266,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"563","Cinnamomum camphora","US",NA,"California",34.170372,-117.325053,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"564","Cinnamomum camphora","US",NA,"Louisiana",29.933616,-90.125325,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"565","Cinnamomum camphora","US",NA,"Florida",29.443889,-82.541944,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"566","Cinnamomum camphora","US",NA,"Florida",29.237222,-82.07,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"567","Cinnamomum camphora","US",NA,"Mississippi",30.374897,-88.635444,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"568","Cinnamomum camphora","US",NA,"Florida",27.828419,-81.524956,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"569","Cinnamomum camphora","US",NA,"Texas",29.439311,-95.224872,2017,"iNaturalist","Invasive",28.9786,-96.64609,NA
"570","Cinnamomum camphora","US",NA,"Florida",29.790732,-82.169405,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"571","Cinnamomum camphora","US",NA,"Louisiana",30.372462,-90.984992,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"572","Cinnamomum camphora","US",NA,"Florida",29.237222,-82.07,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"573","Cinnamomum camphora","US",NA,"Florida",27.738116,-81.613804,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"574","Cinnamomum camphora","US",NA,"Louisiana",30.498599,-90.090955,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"575","Cinnamomum camphora","US",NA,"Louisiana",30.004636,-90.094864,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
